name1,street1,city,zip,county,phone,intake_prompt,website,latitude,longitude,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,sumh,ccbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,shb,shc,stdt,tbs,aot,ptm,msnh,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40
Pacifica Hospital of the Valley,9449 San Fernando Road,Sun Valley,91352,Los Angeles,818-767-3310,Intake,http://pacificahospital.com,34.2405259,-118.3960912,1,1,,,,,,,,1,,1,,,1,1,,1,,,1,,,1,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,1,1,,,1,1,1,,,,,,,,,,1,,,,,,,1,1,1,,,1,1,,,,1,,1,,1,1,1,,1,,,1,,1,1,,,1,,,,1,,1,,1,1,1,1,,1,1,1,1,1,,,,,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Family Guidance Center,10929 South Street,Cerritos,90703,Los Angeles,562-924-5526 x223,Intake,http://www.cfgcenter.com/,33.858736,-118.100878,1,,,,,,1,,,1,1,1,1,1,1,,1,,,,1,,,,,,1,,,,,,,,1,,,,,1,1,,,,1,1,1,,1,,,1,,1,,1,,,,,,,1,1,,,1,,1,1,,1,1,,,1,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,1,,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Heritage Clinic,3939 Atlantic Avenue,Long Beach,90807,Los Angeles,562-264-6001,Intake,http://www.heritageclinic.org,33.8300515,-118.1853128,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,1,1,,,,,,1,1,,,1,,,1,1,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
South Bay Childrens Health Center,1617 Cravens Avenue,Torrance,90501,Los Angeles,310-328-0855,,http://www.sbchc.com/,33.8325793,-118.3159896,1,,,,,,1,,,1,1,,1,,1,,1,,,1,1,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Fernando Valley Comm MH Ctr Inc,14600 Sherman Way,Van Nuys,91405,Los Angeles,818-374-6901,,http://www.movinglivesforward.org,34.2007359,-118.4514653,1,,,,,,,1,,1,1,1,1,,,1,,,,1,,1,,,,,1,,,,,,,1,1,1,1,,,,,,,,,,1,,1,,,1,1,1,1,,,,,,1,,1,,,,1,,,,,1,1,,,,,,,1,,,,,,1,,1,,,,,,,,1,1,,,1,,,1,,,,,1,,,,,,,1,1,1,,,1,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Encino Hospital Med Center,16237 Ventura Boulevard,Encino,91436,Los Angeles,818-995-5002,Intake,http://www.encinomed.org,34.1574278,-118.4870017,1,1,,,,,,,,1,,1,,,,,,1,,,1,,,1,,,,,,,,,,1,1,1,,1,1,,,,,,1,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,1,1,1,,,1,,1,,,1,,1,,,1,1,,,,1,,,,1,1,,,1,,,1,,1,,1,1,,,,,,,,1,,,,1,,1,1,,,1,1,1,,,,,1,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Clear Inc,201 Herondo Street,Redondo Beach,90277,Los Angeles,877-799-1985,,http://www.clearrecoverycenter.com,33.854297,-118.3918234,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,1,,1,,,,,,,,,1,1,1,,1,,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,4136 Ann Arbor Road,Lakewood,90712,Los Angeles,866-862-3631,,http://centerfordiscovery.com/locations/lakewood/,33.8328551,-118.1436755,1,,1,,,,,,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACS,3530 Atlantic Avenue,Long Beach,90807,Los Angeles,562-424-1886,Intake,http://www.pacsla.org,33.820836,-118.184537,1,,,,,,1,,,1,1,1,1,,,,1,1,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,1,,,,,1,1,,1,1,1,,1,,,,,,1,,,1,,,1,,,1,,,,1,,1,1,,,,1,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,
California Mental Health Connection,14305 East Morgan Street,Baldwin Park,91706,Los Angeles,626-430-6197,Intakes,http://www.californiamhc.org,34.0879509,-117.962508,1,,,,,,1,,,1,1,1,1,,,1,1,,,1,1,,,,,,1,,,,,,,1,,1,1,1,1,,1,,,,1,1,,,1,,1,1,,1,1,1,1,,,1,,1,1,,,,1,,1,,,,1,,1,1,,1,1,,,,,,,1,,1,,,1,,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,,,,,,
Discovery Mood and Anxiety Program,350 West Wardlow Road,Long Beach,90807,Los Angeles,562-981-8400,,http://www.discoverymood.com/locations/pacific-place/,33.8186444,-118.1964405,1,,1,,,,,,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian Pacific Counseling and,15350 Sherman Way,Van Nuys,91406,Los Angeles,818-267-1100,,http://www.apctc.org,34.2005887,-118.4674869,1,,,,,,,1,,1,1,1,,,,,1,1,,,1,,,,,,1,,,,,,,,1,1,,,,1,,,,,,,,,1,,,1,,1,,,,,,,1,,1,1,1,,1,,1,,,,1,,,1,,,1,1,,,,,,1,,1,1,,,,1,1,1,1,1,,,1,1,,,,1,,,1,,,,,,,,1,,,,1,,1,1,1,1,1,1,1,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,1,,,,,
Center for Discovery,21515 Hawthorne Boulevard,Torrance,90503,Los Angeles,844-546-2614,,http://centerfordiscovery.com/locations/torrance/,33.8324959,-118.3538651,1,,,,,1,,,,1,1,1,1,1,1,1,1,1,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,1,,,,1,,1,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Childrens Bureau,850 East Wardlow Road,Long Beach,90807,Los Angeles,562-981-9392,,http://www.childrensbureau.org,33.8187205,-118.1820248,1,,,,,,1,,,1,1,1,1,,1,,1,1,,1,,1,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,1,,1,,,,1,,,1,1,,,1,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bayfront Youth and Family Services,900 East Wardlow Road,Long Beach,90807,Los Angeles,562-595-4525,,http://www.bayfrontyouthandfamilyservices.org,33.8187148,-118.1813368,1,,,,,,1,,,1,1,1,1,,1,1,1,1,,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,1,,1,1,1,,1,,1,,,1,1,,1,,,,1,,,,,,,1,,1,,,,,,1,1,1,1,,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,
Childrens Bureau,1515 West Cameron Avenue,West Covina,91790,Los Angeles,626-337-8811,,http://www.all4kids.org,34.086893,-117.957312,1,,,,,,1,,,1,1,1,1,,,,1,,,1,1,,,,,,1,,,,,,,1,1,,1,,,1,,,,,1,,,,,,,,1,1,,,,,,,,,1,1,1,,1,,1,,,1,1,,,1,,,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,2115 Las Palomas Drive,La Habra,90631,Orange,866-862-3631,,http://centerfordiscovery.com/locations/la-habra/,33.9638412,-117.97263,1,,1,,,,,,,1,1,1,1,1,,,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery Mood and Anxiety Program,425 East 31st Street,Long Beach,90807,Los Angeles,866-457-5205,,http://discoverymood.com/locations/long-beach/,33.8136949,-118.1876309,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,,1,,,,,,,,,1,,,1,1,1,1,1,,1,1,1,,,,,,,,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insight Treatment Programs,6627 Valjean Avenue,Van Nuys,91406,Los Angeles,800-599-8820,Intake,http://www.insighttreatment.com,34.1909681,-118.486744,1,,,,,,1,,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,1,,,,,,,1,,,,1,1,,,,1,,,,,,1,,,,,,1,1,,,1,,,,1,1,,,1,,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,1,1,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
College Hospital Cerritos,707 Walton Avenue,Signal Hill,90755,Los Angeles,562-290-0456,,http://collegehospitals.org,33.8054763,-118.1836635,1,,,,,1,,,,1,1,1,1,,,1,1,,,1,,1,,,,1,1,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,,1,1,,,,,1,,1,,1,,,,1,,,,1,,,1,1,,1,,,1,,,,1,1,1,,,,,,,1,1,1,,1,,,,1,,,,,1,,,,,,,,1,1,,,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Amo Hospital,23700 Camino Del Sol,Torrance,90505,Los Angeles,800-533-5266,,http://www.delamotreatment.com/,33.8115807,-118.3443229,1,1,,,,,,,,1,,1,1,1,,1,1,1,,,1,,,1,,1,1,,,,,,,1,1,1,,1,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,,1,1,1,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,1,,,,1,,1,,1,1,1,1,,1,1,,1,1,1,,,1,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Fernando Valley Counseling Center,7247 Hayvenhurst Avenue,Van Nuys,91406,Los Angeles,818-341-1111,Intake,http://sfvcc.org,34.2025495,-118.4936256,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
San Fernando Valley Comm MH Ctr Inc,16650 Sherman Way,Van Nuys,91406,Los Angeles,818-901-4836,,http://www.movinglivesforward.org/,34.2007919,-118.4958392,1,,,,,,,1,,1,1,1,1,,,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,,1,,1,,1,,,,,,1,,,,1,,,1,,1,1,1,,,1,,,1,,1,,,1,,1,,,,,,1,,,,1,,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,
Penny Lane Centers,15305 Rayen Street,North Hills,91343,Los Angeles,818-892-3423,,http://www.pennylane.org,34.231966,-118.465914,1,,,,,,,,1,1,1,1,1,,,,1,,,,1,,,,,,1,,,,,,,,,1,1,,,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,1,,,,1,,,,,,1,,,,1,1,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Maryvale Family Resource Center,2502 Huntington Drive,Duarte,91010,Los Angeles,626-263-9133 x240,Intake,http://www.maryvale.org,34.1394003,-117.9513526,1,,,,,,1,,,1,1,,1,,1,1,1,,,1,1,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,1,,,,1,1,1,1,,,,,,,1,1,1,,1,,1,,,1,1,,,,,,1,,,,,,,1,,,,,,,,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach Child and Adol Prog,2600 Redondo Avenue,Long Beach,90806,Los Angeles,562-256-2906,,http://,33.8048903,-118.1507532,1,,,,,,1,,,1,1,1,1,1,,,1,,,1,1,,,,,,1,,,1,,,,1,1,1,1,,,1,1,,,1,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,1,,1,,,,,1,1,1,,,,,,,1,,1,,1,1,1,1,,1,,1,1,1,1,,,,,1,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,2101 Magnolia Avenue,Long Beach,90806,Los Angeles,800-996-1051,Intake,http://www.tarzanatc.org,33.7954752,-118.198337,1,,,1,,,,,,1,1,1,1,,,1,,1,,,,1,,,1,,,,,,,,,1,1,1,,1,,,1,1,1,,1,1,1,,,,1,1,1,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathaway/Sycamores Child/Family Servs,12510 Van Nuys Boulevard,Pacoima,91331,Los Angeles,818-896-2255,Intakes,http://www.hathaway-sycamores.org,34.2773782,-118.4050372,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,,,,1,1,1,,,,,1,,,1,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hathaway/Sycamores Child/Family Servs,12450 Van Nuys Boulevard,Pacoima,91331,Los Angeles,818-896-8366,Intakes,http://www.hathaway-sycamores.org/,34.2786682,-118.4040331,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,,,,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,,,,,1,,,1,1,,,1,,,,,1,1,,1,1,,,1,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidance Center,1301 Pine Avenue,Long Beach,90813,Los Angeles,562-595-1159,Intake,http://www.tgclb.org/,33.7829538,-118.192715,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,1,,,,,,,1,,,,,,1,1,,1,1,1,,,,,,,,,1,,1,,,,,,,1,1,,,1,,1,,,1,1,1,,1,,,1,,,,,,,1,,,1,,,,1,1,1,1,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA Greater Los Angeles Healthcare Sys,16111 Plummer Street,North Hills,91343,Los Angeles,818-891-7711,Intake,http://,34.2444405,-118.4816375,1,,,,,,,,,1,1,1,1,,1,1,1,1,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,1,1,1,1,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,,,,,,,,,,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child and Family Guidance Center,8550 Balboa Boulevard,Northridge,91325,Los Angeles,818-830-0200 x5641,Intake,http://www.childguidance.org,34.226198,-118.501808,1,,,,,,1,,,1,1,1,1,,,,1,,,1,,1,,,,,1,,,,,,,,1,1,1,,,1,1,,,,,,,,1,1,,,1,1,1,1,,,,,,,1,1,1,,1,,1,,,,1,,,,,1,1,1,,,,,,1,,1,1,1,,,1,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,18646 Oxnard Street,Tarzana,91356,Los Angeles,818-996-1051,,http://www.tarzanatc.org,34.1795005,-118.5398534,1,1,,,,,,,,,,1,1,,1,1,,1,1,1,,1,,1,1,1,1,,,,,,,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,,1,1,1,1,,,,1,,1,,,,,1,,,,1,,1,1,,,,1,1,1,,,,,,1,,,1,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,18700 Oxnard Street,Tarzana,91356,Los Angeles,818-654-3950,Intake,http://www.tarzanatc.org,34.180051,-118.541027,1,,,,,,,,1,1,1,1,1,,,,,1,,,,1,,,,1,1,,,,,,,1,1,1,1,1,,1,1,,1,,,1,1,,,,1,,1,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,5358 Vanalden Avenue,Tarzana,91356,Los Angeles,800-859-9052,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1685815,-118.5497346,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolve Treatment Centers,5435 Aura Avenue,Tarzana,91356,Los Angeles,800-859-9052,,http://evolvetreatment.com/?utm_source=web&utm_medium=referral&utm_campaign=SAMHSA,34.1700583,-118.5549478,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,1,,,1,1,,,,,1,,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,1,,1,1,,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarzana Treatment Centers Inc,7101 Baird Avenue,Reseda,91335,Los Angeles,818-342-5897,Intake,http://www.tarzanatc.org,34.19943,-118.537494,1,,,,,,,,1,,1,1,1,,,,,1,,,,1,,,,1,1,,,,,,,1,1,1,,1,,1,1,1,,,1,1,1,,,,1,1,1,1,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMA Family Services,18780 Amar Road,Walnut,91789,Los Angeles,323-881-3799,,http://www.almafamilyservices.org,34.0277097,-117.8923561,1,,,,,,1,,,1,1,1,1,,1,1,1,,,,1,,,,,,1,,,,,,,,1,1,,,,,,1,,,1,,,,1,,,,,1,1,1,,,1,1,1,1,1,1,1,,1,,1,,,,1,,1,1,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,1,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Beach VAMC,5901 East 7th Street,Long Beach,90822,Los Angeles,562-826-5601,Intake,http://www.longbeach.va.gov,33.777569,-118.1189428,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,1,1,1,1,,,1,1,,,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations for Teens,20851 Cheney Drive,Topanga,90290,Los Angeles,818-737-2221,Intake,http://www.destinationsforteens.com,34.115061,-118.5888025,1,,1,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,1,1,,,1,1,,1,1,1,,,1,,,,1,,,,1,1,,1,1,,,,,,,,1,1,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyce Eisenberg Keefer Medical Ctr,7150 Tampa Avenue,Reseda,91335,Los Angeles,818-774-3000,Intakes,http://www.jha.org,34.2005491,-118.5530298,1,1,,,,,,,,1,,1,1,,,,,1,,,,1,,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,1,,,,1,1,,,,,,,1,,,,,1,,,,,,,1,1,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,1,,,,,1,,1,1,,,,1,1,1,1,1,,,,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,,,
Five Acres,2934 East Garvey Avenue South,West Covina,91791,Los Angeles,626-798-6793 x4701,Intake,http://www.5acres.org/community-based-services/,34.071243,-117.8836584,1,,,,,,1,,,1,1,,1,,1,,1,1,,1,1,,,,,,1,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,1,1,,1,,,,,,,1,1,,,,,1,,,,1,,,,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Child and Family Guidance Center,9650 Zelzah Avenue,Northridge,91325,Los Angeles,818-993-9311,Intake,http://www.childguidance.org/,34.2463039,-118.52249,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,1,,,,,,,1,1,,1,,,1,1,1,,,1,,,,,1,,,,1,1,1,,,1,1,,,1,1,,,1,,1,,,,1,,1,1,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destinations for Teens,22029 Cannon Drive,Topanga,90290,Los Angeles,877-466-0620,,http://www.destinationsforteens.com/,34.12499,-118.6068099,1,,1,,,,,,,1,1,1,1,,,1,,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,1,,,1,1,1,,,1,1,,1,1,,,,1,,,,,,1,,,,,1,1,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East San Gabriel Valley ,1359 North Grand Avenue,Covina,91724,Los Angeles,626-430-2999,,http://,34.1041434,-117.8742983,1,,,,,,,1,,1,,1,1,,,1,,1,,1,,,1,,,,1,,,,1,,,1,1,1,1,,,,,,,,1,,,,1,1,,,1,1,1,1,,,,1,,,,,1,,,,,,1,1,1,,,,,,1,1,,,,,,1,1,1,,,,,,,,1,,,,,,,1,,1,,1,1,1,1,,,,,1,1,,,,1,,1,1,,1,1,1,1,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,
